city,Customer_Name,Customer_Segment,Discount,Number_of_Records,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Container,Product_Sub_Category,Profit,Region,Row_ID,Sales,Ship_Date,Ship_Mode,Shipping_Cost,State,Unit_Price,Zip_Code
Land O Lakes,Meg Tillman,Small Business,0,1,2015-07-11,28228,Not Specified,5,0.38,Furniture,Small Box,Office Furnishings,0.13,Central,4219,196.75,2015-07-12,Express Air,4.95,Michigan,7.96,48601
Eugene,Tom Boeckenhauer,Corporate,0.05,1,2015-07-11,14016,Low,9,0.63,Office Supplies,Small Box,Envelopes,8.46,South,3957,346.23,2015-07-12,Regular Air,19.99,Florida,60.98,34639
Elyria,Guy Phonely,Corporate,0.06,1,2015-07-11,29985,Critical,2,0.4,Furniture,Jumbo Box,Tables,-284.68,West,1959,1137.62,2015-07-13,Delivery Truck,51.94,Oregon,124.49,97405
Westlake,Harold Ryan,Home Office,0,1,2015-07-11,36833,Low,25,0.37,Office Supplies,Small Box,Binders and Binder Accessories,-18.26,East,4218,24.51,2015-07-13,Regular Air,8.94,Ohio,8.04,44035
Monroeville,Ken Brennan,Consumer,0.05,1,2015-07-12,549,Critical,30,0.8,Office Supplies,Small Box,Paper,-73.33,East,5179,184.32,2015-07-18,Regular Air,7.3,Ohio,6.68,44145
Monroeville,Ken Brennan,Consumer,0.03,1,2015-07-12,549,Critical,13,0.36,Office Supplies,Large Box,Storage and Organization,-911.56,East,92,1150.88,2015-07-12,Express Air,35,Pennsylvania,38.94,15146
Monroeville,Ken Brennan,Consumer,0.05,1,2015-07-12,549,Critical,5,0.36,Office Supplies,Small Box,Paper,-59.75,East,90,70.24,2015-07-13,Regular Air,7.44,Pennsylvania,4.98,15146
Stillwater,Ritsa Hightower,Corporate,0.02,1,2015-07-12,50758,Medium,17,0.37,Office Supplies,Small Box,Paper,-27.57,East,91,40.75,2015-07-13,Regular Air,8.74,Pennsylvania,6.48,15146
Phenix City,Patrick Jones,Home Office,0.03,1,2015-07-12,21925,Not Specified,3,0.76,Office Supplies,Small Box,Paper,-44.69,Central,7114,128.5,2015-07-14,Express Air,6.93,Oklahoma,6.68,74074
Duncanville,Ed Ludwig,Consumer,0.03,1,2015-07-12,17735,Low,45,0.37,Technology,Small Box,Computer Peripherals,-339.95,South,3062,236.32,2015-07-14,Regular Air,4,Alabama,77.51,36869
Duncanville,Ed Ludwig,Consumer,0.06,1,2015-07-12,17735,Low,28,0.39,Office Supplies,Small Box,Binders and Binder Accessories,-71.25,Central,2443,311.65,2015-07-17,Regular Air,5.48,Texas,6.81,75116
Savannah,Mitch Willingham,Corporate,0.06,1,2015-07-13,53378,Medium,38,0.55,Office Supplies,Wrap Bag,Rubber Bands,32.47,Central,2444,101.19,2015-07-17,Regular Air,0.71,Texas,3.78,75116
Madison,Karl Brown,Home Office,0.07,1,2015-07-13,14215,Medium,44,0.37,Furniture,Small Box,Office Furnishings,-168.08,South,7475,1233.76,2015-07-14,Regular Air,19.99,Georgia,33.98,31401
Savannah,Mitch Willingham,Corporate,0.1,1,2015-07-13,53378,Medium,50,0.5,Office Supplies,Small Box,Paper,964.1,East,1994,2277.03,2015-07-14,Regular Air,6.79,Connecticut,55.48,6443
Savannah,Mitch Willingham,Corporate,0.04,1,2015-07-13,53378,Medium,49,0.83,Technology,Large Box,Copiers and Fax,4352.83,South,7474,13934.53,2015-07-14,Express Air,11.64,Georgia,299.99,31401
Albany,Sibella Parks,Small Business,0.02,1,2015-07-13,5858,Not Specified,48,0.58,Technology,Small Pack,Telephones and Communication,-5.79,South,7476,2377.28,2015-07-14,Regular Air,5,Georgia,55.99,31401
Aloha,Sibella Parks,Small Business,0,1,2015-07-13,5858,Not Specified,29,0.58,Office Supplies,Small Box,Appliances,354.74,West,811,2531.66,2015-07-15,Regular Air,13.66,Oregon,50.98,97321
Brooklyn Park,Matt Abelman,Home Office,0.02,1,2015-07-13,41927,Not Specified,46,0.37,Technology,Small Box,Telephones and Communication,1419.05,West,812,5382.31,2015-07-15,Regular Air,8.99,Oregon,205.99,97007
Aberdeen,Paul MacIntyre,Corporate,0.07,1,2015-07-14,52325,Not Specified,23,0.38,Office Supplies,Small Box,Paper,1085.93,Central,5915,2332.23,2015-07-16,Express Air,7.23,Minnesota,48.04,55445
Gadsden,Lori Olson,Consumer,0.03,1,2015-07-14,14980,Critical,27,0.42,Office Supplies,Small Box,Binders and Binder Accessories,2019.19,Central,7347,5126.3,2015-07-14,Regular Air,15.01,South Dakota,223.98,57401
Schenectady,Stewart Visinsky,Corporate,0.08,1,2015-07-14,53223,Low,2,0.35,Technology,Small Pack,Computer Peripherals,325.88,South,2094,898.9,2015-07-15,Regular Air,1.99,Alabama,31.78,35904
Mauldin,Meg Tillman,Small Business,0.02,1,2015-07-15,55683,High,23,0.55,Office Supplies,Small Box,Binders and Binder Accessories,-10.33,East,7461,13.29,2015-07-21,Regular Air,5.41,New York,4.24,12306
Watertown,Maria Zettner,Corporate,0,1,2015-07-15,16103,Not Specified,31,0.37,Furniture,Small Box,Office Furnishings,187.19,South,7782,1198.1,2015-07-16,Regular Air,19.99,South Carolina,51.75,29662
West Palm Beach,Maria Zettner,Corporate,0.06,1,2015-07-15,16103,Not Specified,22,0.44,Office Supplies,Small Box,Paper,-62.97,Central,2229,217.14,2015-07-17,Regular Air,6.22,Wisconsin,6.48,53094
Long Beach,Meg Tillman,Small Business,0.02,1,2015-07-15,55683,High,50,0.4,Office Supplies,Wrap Bag,Pens and Art Supplies,104.77,South,2230,426.7,2015-07-17,Regular Air,4.1,Florida,19.84,33407
Roswell,Quincy Jones,Small Business,0.01,1,2015-07-16,30786,Medium,23,0.45,Office Supplies,Wrap Bag,Rubber Bands,32.35,South,7781,172.23,2015-07-17,Regular Air,1.35,Mississippi,3.29,39560
Mason,Lindsay Shagiari,Home Office,0.1,1,2015-07-16,30208,Low,46,0.57,Office Supplies,Wrap Bag,Pens and Art Supplies,0.76,West,4323,65.91,2015-07-16,Regular Air,1.34,New Mexico,2.78,88201
Emporia,Kelly Williams,Corporate,0.02,1,2015-07-16,9892,Medium,50,0.38,Technology,Small Box,Telephones and Communication,356.35,East,4244,1752.1,2015-07-16,Regular Air,4.99,Ohio,45.99,45040
Roswell,Quincy Jones,Small Business,0.06,1,2015-07-16,30786,Medium,4,0.58,Office Supplies,Small Box,Envelopes,424.36,Central,1356,1406.64,2015-07-17,Regular Air,8.23,Kansas,27.18,66801
Port Chester,Theresa Swint,Home Office,0.02,1,2015-07-16,33666,Not Specified,17,0.79,Office Supplies,Small Box,Storage and Organization,-36.61,West,4324,72.72,2015-07-17,Regular Air,10.68,New Mexico,15.42,88201
Baton Rouge,Neil French,Consumer,0.09,1,2015-07-16,46979,Low,30,0.56,Furniture,Large Box,Tables,-861.3,East,4728,3801.27,2015-07-18,Regular Air,69,New York,209.37,10573
Country Club Hills,Henry Goldwyn,Small Business,0,1,2015-07-16,59558,Not Specified,34,0.39,Technology,Jumbo Drum,Office Machines,1554.85,South,6601,8718.46,2015-07-18,Delivery Truck,26.53,Louisiana,306.14,70802
Baton Rouge,Neil French,Consumer,0.05,1,2015-07-16,46979,Low,26,0.38,Office Supplies,Small Box,Labels,37.73,Central,8333,94.56,2015-07-19,Regular Air,0.5,Illinois,2.61,60478
Freeport,Jasper Cacioppo,Home Office,0.01,1,2015-07-16,24613,Low,36,0.37,Office Supplies,Small Box,Paper,-66.02,South,6602,135.88,2015-07-25,Regular Air,5.49,Louisiana,4.98,70802
Freeport,Jasper Cacioppo,Home Office,0.01,1,2015-07-16,24613,Low,39,0.44,Office Supplies,Small Box,Paper,-90.08,East,3453,246.79,2015-07-25,Regular Air,6.6,New York,6.48,11520
Freeport,Jasper Cacioppo,Home Office,0,1,2015-07-16,24613,Low,16,0.37,Office Supplies,Wrap Bag,Pens and Art Supplies,237.75,East,3454,777.78,2015-07-25,Regular Air,4.1,New York,19.84,11520
Concord,Dennis Pardue,Corporate,0.08,1,2015-07-17,42374,Critical,21,0.41,Technology,Large Box,Copiers and Fax,2752.11,East,3452,9695.84,2015-07-25,Regular Air,24.49,New York,599.99,11520
Durham,Dennis Pardue,Corporate,0,1,2015-07-17,42374,Critical,47,0.36,Technology,Small Pack,Computer Peripherals,37.3,South,5977,205.32,2015-07-17,Express Air,1.99,North Carolina,10.01,28027
La Vergne,Amy Hunt,Consumer,0.03,1,2015-07-17,45734,Critical,47,0.58,Office Supplies,Small Box,Binders and Binder Accessories,214.3,South,5978,807.6,2015-07-18,Regular Air,5.08,North Carolina,16.74,27707
Mentor,Pamela Coakley,Corporate,0.07,1,2015-07-17,38532,High,44,0.58,Office Supplies,Small Pack,Pens and Art Supplies,-157.3,South,6436,557.52,2015-07-19,Express Air,7.95,Tennessee,11.66,37086
Durham,Dennis Pardue,Corporate,0,1,2015-07-17,42374,Critical,11,0.39,Office Supplies,Wrap Bag,Pens and Art Supplies,16.51,East,5425,128.22,2015-07-19,Regular Air,0.7,Ohio,2.94,44060
Minnetonka,Sean Wendt,Corporate,0.1,1,2015-07-17,24039,Not Specified,5,0.44,Office Supplies,Small Box,Binders and Binder Accessories,174.22,South,5979,694.17,2015-07-19,Regular Air,10.29,North Carolina,59.78,27707
Utica,Anne Pryor,Corporate,0,1,2015-07-18,43907,Critical,42,0.65,Technology,Small Pack,Computer Peripherals,-64.87,Central,3361,199.16,2015-07-19,Regular Air,1.99,Minnesota,40.98,55345
Dublin,Raymond Fair,Small Business,0.08,1,2015-07-18,53635,Not Specified,33,0.84,Furniture,Jumbo Box,Tables,-1981.55,East,6198,1392.77,2015-07-20,Delivery Truck,45.51,New York,31.76,13501
Cottage Grove,Michael Granlund,Corporate,0.06,1,2015-07-19,25825,Not Specified,27,0.56,Office Supplies,Wrap Bag,Scissors Rulers and Trimmers,-52.76,West,7513,103.92,2015-07-20,Regular Air,1.92,California,3.14,94568
Sanford,Bobby Trafton,Small Business,0.05,1,2015-07-19,14727,Medium,33,0.59,Office Supplies,Wrap Bag,Pens and Art Supplies,-1.79,Central,3614,159.65,2015-07-19,Regular Air,2.27,Minnesota,5.85,55016
Paterson,Dave Poirier,Small Business,0.07,1,2015-07-19,34595,Medium,12,0.36,Office Supplies,Small Box,Appliances,630.18,East,2060,2269.41,2015-07-20,Regular Air,3.5,Maine,70.97,4073
Taylor,Mark Cousins,Home Office,0.06,1,2015-07-19,11745,High,17,0.77,Office Supplies,Small Box,Paper,19.83,East,4859,488.65,2015-07-20,Regular Air,17.48,New Jersey,40.99,7501
East Hartford,Bobby Trafton,Small Business,0.04,1,2015-07-19,14727,Medium,50,0.64,Technology,Small Box,Computer Peripherals,-345.36,Central,1623,686.27,2015-07-20,Regular Air,19.99,Michigan,40.48,48180
Cottage Grove,Michael Granlund,Corporate,0.02,1,2015-07-19,25825,Not Specified,45,0.38,Furniture,Jumbo Box,Tables,-513.79,East,2059,8532.15,2015-07-22,Delivery Truck,52.2,Connecticut,212.6,6108
Inver Grove Heights,Parhena Norris,Home Office,0.01,1,2015-07-20,49927,Not Specified,26,0.37,Office Supplies,Wrap Bag,Paper,206.27,Central,3613,483.74,2015-07-22,Regular Air,1.79,Minnesota,10.31,55016
Inver Grove Heights,Parhena Norris,Home Office,0.04,1,2015-07-20,49927,Not Specified,39,0.52,Office Supplies,Small Box,Binders and Binder Accessories,-54.08,Central,6988,139.54,2015-07-20,Regular Air,4.95,Minnesota,4.98,55076
Inver Grove Heights,Parhena Norris,Home Office,0.08,1,2015-07-20,49927,Not Specified,28,0.42,Office Supplies,Wrap Bag,Rubber Bands,6.67,Central,6990,85.66,2015-07-21,Regular Air,0.78,Minnesota,2.18,55076
San Luis Obispo,Bobby Elias,Small Business,0.01,1,2015-07-20,5408,Low,20,0.39,Furniture,Wrap Bag,Office Furnishings,13.44,Central,6989,199.52,2015-07-22,Regular Air,4,Minnesota,7.59,55076
San Luis Obispo,Bobby Elias,Small Business,0.04,1,2015-07-20,5408,Low,11,0.59,Office Supplies,Small Box,Labels,38.35,West,753,88.82,2015-07-27,Regular Air,0.5,California,4.13,93405
Richardson,Alan Hwang,Corporate,0.08,1,2015-07-21,17634,High,5,0.66,Furniture,Large Box,Office Furnishings,1216.74,West,754,2392.23,2015-07-29,Regular Air,21.21,California,209.84,93405
Twentynine Palms,Thea Hendricks,Home Office,0.04,1,2015-07-21,22465,Not Specified,4,0.77,Furniture,Jumbo Drum,Chairs and Chairmats,-197.88,Central,2427,489.07,2015-07-21,Delivery Truck,42,Texas,89.99,75080
Coos Bay,Frank Olsen,Small Business,0.02,1,2015-07-21,33568,Medium,10,0.72,Furniture,Jumbo Drum,Chairs and Chairmats,-454.8,West,3127,1121.78,2015-07-22,Delivery Truck,50,California,270.98,92277
Coos Bay,Frank Olsen,Small Business,0.01,1,2015-07-21,33568,Medium,23,0.6,Furniture,Medium Box,Office Furnishings,-181.87,West,4710,628.73,2015-07-22,Regular Air,52.2,Oregon,55.5,97420
Massillon,Matt Connell,Corporate,0.07,1,2015-07-21,11396,Critical,42,0.4,Office Supplies,Small Box,Storage and Organization,7.35,West,4711,385.81,2015-07-22,Express Air,5.8,Oregon,15.51,97420
Anaheim,Muhammed Lee,Corporate,0.05,1,2015-07-21,41831,Not Specified,38,0.4,Office Supplies,Small Box,Binders and Binder Accessories,4842.37,East,1576,12270.3,2015-07-22,Regular Air,19.99,Ohio,304.99,44646
Springville,Emily Grady,Home Office,0.05,1,2015-07-21,40357,Not Specified,4,0.56,Office Supplies,Small Box,Paper,-96.29,West,5903,209.61,2015-07-22,Regular Air,5.66,California,5.28,92804
Bethpage,Justin Hirsh,Consumer,0.1,1,2015-07-21,20807,Not Specified,16,0.39,Office Supplies,Small Box,Appliances,-53.9,West,5707,240.49,2015-07-22,Regular Air,13.22,Utah,56.96,84663
Lorain,Kean Nguyen,Small Business,0,1,2015-07-21,17091,Medium,45,0.56,Technology,Small Pack,Telephones and Communication,82.82,East,2886,466.95,2015-07-22,Regular Air,3.3,New York,35.99,11714
Canton,Justin Hirsh,Consumer,0.08,1,2015-07-21,20807,Not Specified,39,0.62,Technology,Small Box,Telephones and Communication,750.87,East,2364,2604.32,2015-07-22,Regular Air,5.26,Ohio,65.99,44052
York,Patricia Hirasaki,Home Office,0.09,1,2015-07-21,16098,Low,44,0.39,Furniture,Jumbo Drum,Chairs and Chairmats,768.06,Central,2887,6152.52,2015-07-23,Delivery Truck,30,Michigan,160.98,48187
Anaheim,Muhammed Lee,Corporate,0.03,1,2015-07-21,41831,Not Specified,43,0.4,Office Supplies,Small Box,Binders and Binder Accessories,333.53,East,2226,1001.99,2015-07-23,Regular Air,2.99,Pennsylvania,24.95,17403
Muskego,Patricia Hirasaki,Home Office,0.06,1,2015-07-21,16098,Low,31,0.39,Technology,Jumbo Box,Office Machines,431.95,West,5902,3441.09,2015-07-23,Delivery Truck,30.06,California,80.97,92804
Crystal Lake,Grant Carroll,Corporate,0.04,1,2015-07-21,6182,Low,18,0.37,Furniture,Small Pack,Office Furnishings,50.59,Central,2225,480.43,2015-07-25,Regular Air,8.99,Wisconsin,14.98,53150
Crystal Lake,Grant Carroll,Corporate,0.04,1,2015-07-21,6182,Low,40,0.36,Office Supplies,Small Box,Paper,-67.28,Central,864,130.32,2015-07-25,Express Air,7.86,Illinois,6.48,60014
Perry Hall,Barry Gonzalez,Small Business,0,1,2015-07-22,29764,Critical,10,0.39,Office Supplies,Small Box,Paper,-116.79,Central,863,255.48,2015-07-28,Regular Air,6.65,Illinois,6.48,60014
Oshkosh,Sean Miller,Small Business,0.07,1,2015-07-22,54023,Not Specified,45,0.36,Office Supplies,Small Box,Binders and Binder Accessories,-8.59,East,4189,165.09,2015-07-23,Express Air,8.4,Maryland,15.01,21128
Anderson,Saphhira Shifley,Consumer,0.02,1,2015-07-22,43556,Low,31,0.39,Office Supplies,Small Box,Binders and Binder Accessories,-8.59,Central,7552,405.6,2015-07-23,Regular Air,5.6,Wisconsin,8.85,54901
Poinciana,Russell D'Ascenzo,Consumer,0.07,1,2015-07-23,57574,Critical,20,0.62,Office Supplies,Wrap Bag,Paper,204.18,South,6153,477.16,2015-07-27,Regular Air,1.97,South Carolina,15.04,29624
Brooklyn,Clay Ludtke,Consumer,0.06,1,2015-07-23,17218,Critical,32,0.36,Furniture,Jumbo Drum,Office Furnishings,-192.7,South,8072,466.36,2015-07-24,Delivery Truck,15.68,Florida,23.99,34759
North Charleston,Luke Schmidt,Home Office,0.1,1,2015-07-24,40388,Critical,17,0.56,Office Supplies,Wrap Bag,Paper,22.54,East,2375,157.85,2015-07-25,Regular Air,2.04,New York,5.18,11226
Milwaukee,Scot Coram,Corporate,0.01,1,2015-07-25,27201,High,45,0.72,Office Supplies,Wrap Bag,Pens and Art Supplies,2.44,South,5709,67.73,2015-07-26,Regular Air,0.94,South Carolina,4.28,29406
Milwaukee,Scot Coram,Corporate,0.02,1,2015-07-25,27201,High,10,0.6,Furniture,Jumbo Box,Tables,-2661.32,Central,3817,3500.1,2015-07-25,Delivery Truck,89.3,Wisconsin,70.89,53209
Mansfield,Kean Nguyen,Small Business,0.07,1,2015-07-25,30727,Medium,28,0.56,Furniture,Jumbo Drum,Chairs and Chairmats,789.05,Central,3816,5056.89,2015-07-25,Delivery Truck,26,Wisconsin,500.98,53209
Hinesville,William Brown,Corporate,0.08,1,2015-07-25,5254,Not Specified,31,0.56,Office Supplies,Small Box,Appliances,302.86,East,4314,1166.29,2015-07-27,Express Air,4.5,Ohio,41.71,44903
Cudahy,Harry Marie,Consumer,0.06,1,2015-07-26,23174,Low,16,0.59,Technology,Small Box,Telephones and Communication,258.62,South,730,1735.35,2015-07-27,Regular Air,8.99,Georgia,65.99,31313
East Haven,Cynthia Voltz,Corporate,0.08,1,2015-07-26,37831,Not Specified,30,0.37,Furniture,Jumbo Drum,Chairs and Chairmats,44.8,Central,3231,3549.9,2015-07-28,Delivery Truck,64.2,Wisconsin,216.6,53110
Cudahy,Harry Marie,Consumer,0.03,1,2015-07-26,23174,Low,8,0.81,Technology,Small Box,Computer Peripherals,76.59,East,5323,453.87,2015-07-28,Regular Air,4,Connecticut,15.98,6512
Roosevelt,Daniel Lacy,Small Business,0.07,1,2015-07-26,32903,Low,31,0.57,Office Supplies,Small Box,Storage and Organization,-60.04,Central,3232,138.24,2015-08-02,Regular Air,7.04,Wisconsin,16.74,53110
Hinesville,Toby Grace,Home Office,0.1,1,2015-07-27,23812,Critical,32,0.36,Office Supplies,Small Box,Storage and Organization,-118.75,East,4624,454.58,2015-08-02,Regular Air,8.78,New York,15.31,11575
Lancaster,Jenna Caffey,Consumer,0,1,2015-07-27,11684,High,8,0.57,Technology,Jumbo Drum,Office Machines,2227.89,South,3332,5845.82,2015-07-27,Delivery Truck,15.59,Georgia,200.97,31313
Seattle,Brendan Sweed,Consumer,0.08,1,2015-07-27,42982,Low,42,0.53,Furniture,Large Box,Chairs and Chairmats,53.87,East,1614,1173.5,2015-07-29,Regular Air,24.49,Pennsylvania,140.81,17602
Rose Hill,Brendan Sweed,Consumer,0.02,1,2015-07-27,42982,Low,12,0.61,Furniture,Wrap Bag,Office Furnishings,651.74,West,6069,1587.59,2015-08-01,Regular Air,3.04,Washington,39.89,98115
Wichita,Barbara Fisher,Small Business,0.05,1,2015-07-28,49153,Medium,31,0.73,Furniture,Large Box,Office Furnishings,464.05,South,6068,1318.34,2015-08-05,Express Air,24.49,Virginia,105.34,24281
Eagle,Darren Powers,Corporate,0.08,1,2015-07-28,55813,Low,39,0.78,Furniture,Jumbo Drum,Chairs and Chairmats,-432.46,Central,6893,2245.78,2015-07-28,Delivery Truck,30,Kansas,70.98,67212
Dearborn Heights,Kristina Nunn,Consumer,0.03,1,2015-07-28,16161,Medium,49,0.55,Furniture,Wrap Bag,Office Furnishings,-824.43,West,7802,2650.77,2015-07-28,Regular Air,37.58,Idaho,70.71,83616
Detroit,Kristina Nunn,Consumer,0.03,1,2015-07-28,16161,Medium,38,0.39,Technology,Small Box,Telephones and Communication,768.32,Central,2237,2692.69,2015-07-29,Regular Air,4.2,Michigan,65.99,48127
Dubuque,Marina Lichtenstein,Corporate,0.02,1,2015-07-28,11782,Low,46,0.36,Office Supplies,Wrap Bag,Rubber Bands,60.63,Central,2238,151.19,2015-07-30,Regular Air,0.71,Michigan,3.78,48227
Dubuque,Marina Lichtenstein,Corporate,0.07,1,2015-07-28,11782,Low,27,0.6,Office Supplies,Small Box,Paper,-63.72,Central,1631,247.21,2015-08-02,Regular Air,4.75,Iowa,4.98,52001
Oxford,Nona Balk,Corporate,0.08,1,2015-07-29,44423,Critical,39,0.43,Technology,Medium Box,Telephones and Communication,14.35,Central,1632,1541.78,2015-08-04,Regular Air,13.99,Iowa,66.99,52001
Baton Rouge,Neil French,Corporate,0.09,1,2015-07-29,26310,Not Specified,19,0.36,Furniture,Small Box,Office Furnishings,-69.27,South,6277,248.64,2015-07-30,Regular Air,5.29,Alabama,6.28,36203
Greenville,Jonathan Doherty,Corporate,0.06,1,2015-07-29,52678,High,3,0.78,Office Supplies,Small Box,Paper,-37.85,South,3679,112.67,2015-07-30,Regular Air,5.14,Louisiana,5.98,70802
Baton Rouge,Neil French,Corporate,0.05,1,2015-07-29,26310,Not Specified,5,0.38,Office Supplies,Jumbo Drum,Storage and Organization,-95.39,South,7395,112.79,2015-07-31,Delivery Truck,53.03,North Carolina,20.98,27834
Depew,Toby Carlisle,Home Office,0.05,1,2015-07-29,36864,Low,9,0.51,Office Supplies,Small Box,Envelopes,9.35,South,3678,77.41,2015-07-31,Regular Air,1.39,Louisiana,15.67,70802
Milford,Raymond Fair,Small Business,0.02,1,2015-07-29,20932,High,38,0.41,Office Supplies,Wrap Bag,Pens and Art Supplies,7.23,East,5186,55.49,2015-07-31,Regular Air,0.91,New York,6.08,14043
Hopkinsville,Darrin Van Huff,Home Office,0.02,1,2015-07-29,40901,Medium,22,0.6,Office Supplies,Wrap Bag,Pens and Art Supplies,-4.73,East,2898,123.26,2015-07-31,Regular Air,1.86,MA,3.26,1757
Hopkinsville,Darrin Van Huff,Home Office,0.02,1,2015-07-29,40901,Medium,40,0.66,Technology,Small Box,Telephones and Communication,567.37,South,5763,3100.11,2015-07-31,Express Air,8.08,Kentucky,155.99,42240
Glenview,Michelle Lonsdale,Corporate,0.04,1,2015-07-29,59234,Low,32,0.56,Technology,Small Pack,Computer Peripherals,-96.9,South,5762,273.14,2015-07-31,Regular Air,4.07,Kentucky,6.6,42240
Glenview,Michelle Lonsdale,Corporate,0.04,1,2015-07-29,59234,Low,16,0.56,Office Supplies,Small Box,Appliances,2109.21,Central,8294,5686.25,2015-08-02,Regular Air,0.99,Illinois,177.98,60025
Oak Creek,Sean Miller,Small Business,0.09,1,2015-07-29,5699,Low,41,0.57,Furniture,Jumbo Drum,Chairs and Chairmats,11.46,Central,8295,797.24,2015-08-03,Delivery Truck,14.19,Illinois,50.98,60025
Oak Creek,Sean Miller,Small Business,0.01,1,2015-07-29,5699,Low,2,0.39,Office Supplies,Small Box,Storage and Organization,-121.44,Central,798,573.89,2015-08-03,Express Air,7.69,Wisconsin,14.98,53154
Cleveland Heights,Arthur Prichep,Home Office,0.04,1,2015-07-30,26469,Medium,50,0.37,Office Supplies,Small Box,Labels,-4.21,Central,797,9.25,2015-08-03,Regular Air,0.99,Wisconsin,4.13,53154
Mount Vernon,Logan Haushalter,Corporate,0.03,1,2015-07-30,16352,Medium,16,0.36,Office Supplies,Small Box,Paper,-133.43,East,3709,350.01,2015-07-31,Regular Air,6.93,Ohio,6.68,44106
